j,t,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
4030800401166,2011,0,1,0,1,0,1,0,0,0,1,0,0,1,0
4031400602003,2011,0,0,2,1,0,1,0,0,0,0,2,0,1,0
4031400602022,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4031400602024,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4031400602040,2011,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4031400602055,2011,0,0,1,0,0,1,0,0,1,1,0,0,1,0
4031400602070,2011,0,0,1,2,0,0,0,0,0,1,0,0,0,1
4031400602085,2011,0,1,0,0,1,0,0,0,1,1,0,1,0,0
4031400602100,2011,0,1,0,0,0,1,0,0,1,1,0,1,0,0
4031400602115,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
4031400602130,2011,0,0,2,1,0,1,0,0,0,0,1,0,1,0
4031400602145,2011,0,0,1,1,0,1,0,0,2,0,0,0,1,0
4031400602187,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4040101103004,2011,0,0,1,0,0,1,0,0,2,1,0,0,1,0
4040101103022,2011,0,0,0,1,2,0,0,0,0,0,1,0,0,1
4040101103040,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
4040101103058,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4040101103071,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4040101103076,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4040101103085,2011,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4040101103110,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4040101103128,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4040101103146,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4040101103164,2011,0,0,0,0,0,1,0,0,2,3,1,0,0,0
4040101103182,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4040501902002,2011,0,1,1,0,1,0,1,0,0,0,0,1,1,0
4040501902014,2011,0,1,0,0,0,2,0,0,1,0,0,0,1,0
4040501902020,2011,0,1,0,0,0,2,0,0,0,1,0,1,0,0
4040501902032,2011,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4040501902038,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4040501902056,2011,0,0,1,0,1,1,0,0,0,1,1,0,1,1
4040501902074,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4040501902092,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4040501902110,2011,0,0,0,0,1,1,0,0,0,0,1,0,1,0
4040501902128,2011,0,1,1,1,0,0,1,0,1,0,1,1,0,0
4040501902146,2011,0,0,0,0,0,1,0,0,2,1,0,1,0,0
4040501902164,2011,0,2,0,1,1,0,0,0,0,0,0,0,0,1
4041000701002,2011,0,0,0,1,0,0,0,0,0,0,2,0,0,1
4041000701016,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4041000701023,2011,0,2,1,0,1,0,0,0,0,1,1,1,1,0
4041000701037,2011,0,0,0,0,0,1,0,0,2,0,0,1,0,0
4041000701044,2011,0,2,0,0,0,0,0,0,0,1,0,1,0,0
4041000701065,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4041000701086,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4041000701091,2011,0,2,0,0,0,0,0,0,0,1,1,0,1,0
4041000701107,2011,0,1,2,0,0,1,0,0,0,0,1,0,1,0
4041000701128,2011,0,0,0,1,0,0,1,0,0,1,0,0,1,0
4041000701149,2011,0,1,1,0,0,1,0,0,2,0,0,0,1,0
4041000701170,2011,0,1,0,1,1,0,1,0,0,0,0,1,0,2
4041200104029,2011,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4041200104046,2011,0,1,1,2,0,0,1,0,1,0,0,0,1,1
4041200104063,2011,0,0,1,1,0,0,1,0,0,1,0,0,1,0
4041200104097,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4041200104114,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4041200104131,2011,0,0,1,1,0,0,1,0,1,0,0,0,1,0
4041200104148,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4041200104165,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4041200104182,2011,0,0,1,0,0,0,1,0,0,0,0,0,0,1
4041200104199,2011,0,0,0,2,1,0,1,0,1,0,1,0,1,0
4041401702004,2011,0,0,0,0,1,0,1,0,0,1,0,1,1,0
4041401702020,2011,0,1,0,1,0,0,0,0,0,2,0,0,1,0
4041401702028,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4041401702044,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4041401702052,2011,0,2,2,2,0,1,0,0,0,0,0,1,0,0
4041401702076,2011,0,0,2,0,0,1,0,0,1,0,0,0,1,1
4041401702100,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4041401702124,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4041401702148,2011,0,0,1,0,0,1,0,0,1,2,0,1,1,0
4041401702172,2011,0,0,0,2,1,0,0,0,0,0,0,1,0,1
4041401702196,2011,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4041401702220,2011,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4050303104002,2011,0,1,2,1,0,1,0,0,0,0,0,0,1,1
4050303104015,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4050303104028,2011,0,0,0,1,1,0,1,0,0,0,2,1,0,1
4050303104040,2011,0,0,1,1,1,0,0,0,0,0,1,0,1,0
4050303104043,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4050303104053,2011,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4050303104065,2011,0,0,0,2,0,0,1,0,1,1,0,0,1,0
4050303104077,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4050303104083,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4050303104090,2011,0,0,1,0,0,0,1,0,1,1,0,0,1,0
4050303104103,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4050303104115,2011,0,1,1,0,1,0,0,0,0,0,0,1,0,0
4050803103002,2011,0,0,0,0,1,0,1,0,1,2,1,0,1,0
4050803103018,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
4050803103034,2011,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4050803103049,2011,0,1,0,1,1,0,0,0,1,0,0,0,1,0
4050803103064,2011,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4050803103080,2011,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4050803103095,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4050803103104,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4050803103115,2011,0,0,0,1,2,0,1,0,1,1,0,2,0,0
4050803103130,2011,0,0,0,1,2,0,0,0,0,0,1,1,0,0
4050803103145,2011,0,0,2,0,1,0,1,0,0,0,1,0,1,0
4050803103183,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4051200104013,2011,0,1,0,1,1,0,0,0,1,0,0,1,1,0
4051200104037,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4051200104061,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4051200104085,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4051200104109,2011,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4051200104133,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4051200104157,2011,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4051200104181,2011,0,1,0,0,0,1,0,0,0,2,0,1,0,0
4051200104205,2011,0,0,0,1,1,0,1,0,0,2,1,3,1,0
4051200104229,2011,0,0,1,0,0,1,0,0,0,1,1,0,1,0
4051200104253,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4051200104277,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4051302405002,2011,0,0,0,0,1,0,0,0,1,0,1,1,0,0
4051302405014,2011,0,0,3,0,0,2,0,0,0,0,0,1,0,1
4051302405021,2011,0,0,0,1,0,0,1,0,0,0,0,1,0,1
4051302405031,2011,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4051302405041,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4051302405062,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4051302405081,2011,0,0,0,1,1,0,1,0,0,1,1,0,0,1
4051302405100,2011,0,0,1,1,0,1,0,0,2,0,1,0,1,0
4051302405120,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4051302405146,2011,0,0,0,0,0,1,0,0,0,3,1,0,1,0
4051302405165,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4051302405183,2011,0,2,1,0,1,1,0,0,0,0,1,0,1,0
4060100102014,2011,0,0,1,0,1,0,1,0,0,0,1,1,1,0
4060100102030,2011,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4060100102046,2011,0,0,0,1,1,0,0,0,1,0,0,0,1,0
4060100102062,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4060100102094,2011,0,0,0,0,1,0,1,0,1,0,1,0,1,0
4060100102110,2011,0,0,1,0,1,0,0,0,0,1,1,0,1,1
4060100102126,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4060100102142,2011,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4060100102158,2011,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4060100102190,2011,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4060102303004,2011,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4060102303005,2011,0,1,1,0,1,0,0,0,0,0,0,1,0,0
4060102303020,2011,0,0,0,1,3,0,0,0,0,0,1,0,1,0
4060102303035,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4060102303050,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4060102303061,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4060102303066,2011,0,1,1,1,0,0,1,0,1,0,1,1,1,0
4060102303081,2011,0,0,0,0,0,1,0,0,1,3,2,0,1,0
4060102303096,2011,0,0,1,1,0,1,0,0,1,1,0,1,0,0
4060102303111,2011,0,1,0,1,0,0,1,0,0,0,0,0,1,0
4060102303126,2011,0,0,0,3,2,0,1,0,0,1,0,0,1,0
4060102303141,2011,0,0,0,2,1,0,0,0,0,1,0,0,1,0
4060501004001,2011,0,0,2,1,0,1,0,0,1,0,1,0,1,0
4060501004016,2011,0,0,0,1,1,0,0,0,0,1,1,0,0,1
4060501004033,2011,0,0,1,0,1,0,0,0,0,0,0,1,0,0
4060501004048,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
4060501004052,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4060501004064,2011,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4060501004080,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4060501004097,2011,0,0,0,2,1,1,0,0,1,1,0,1,1,0
4060501004101,2011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4060501004113,2011,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4060501004128,2011,0,0,0,1,0,1,0,0,0,2,1,0,1,0
4060501004145,2011,0,0,1,0,0,1,0,0,2,0,0,1,0,0
4060801902002,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4060801902017,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4060801902032,2011,0,0,0,1,1,1,0,0,2,1,0,1,0,0
4060801902047,2011,0,1,0,0,0,1,1,0,0,0,0,2,0,1
4060801902062,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060801902078,2011,0,0,0,1,0,1,0,0,2,0,0,1,0,0
4060801902093,2011,0,0,0,0,2,0,0,0,0,1,1,0,1,0
4060801902108,2011,0,0,0,0,0,1,0,0,0,2,0,1,0,0
4060801902123,2011,0,0,2,1,0,1,0,0,1,1,0,0,1,0
4060801902138,2011,0,0,0,0,0,0,0,0,1,0,1,1,0,0
4060801902156,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4060801902165,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4070101502007,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070101502043,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4070101502079,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070101502116,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070101502138,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070101502190,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4070101502263,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
4070101502301,2011,0,0,0,1,0,0,0,0,1,2,0,0,1,0
4070101502311,2011,0,2,0,0,1,0,0,0,1,0,0,1,0,0
4070101502376,2011,0,1,1,0,0,1,0,0,2,0,0,0,1,0
4070101502432,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070101502470,2011,0,0,1,0,0,0,1,0,2,0,0,1,0,0
4070401002002,2011,0,1,0,0,2,1,0,0,0,1,0,0,1,0
4070401002010,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4070401002014,2011,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4070401002022,2011,0,0,0,0,1,0,1,0,1,2,2,0,1,0
4070401002026,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4070401002038,2011,0,1,0,0,1,0,0,0,1,1,0,1,0,0
4070401002050,2011,0,1,1,1,0,0,1,0,1,0,0,0,0,1
4070401002062,2011,0,0,2,0,0,0,0,0,0,0,0,0,1,0
4070401002074,2011,0,1,2,1,0,1,0,0,0,0,0,0,1,0
4070401002086,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070401002098,2011,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4070401002110,2011,0,0,0,0,0,0,1,0,0,0,1,1,1,0
4070702702003,2011,0,1,2,1,0,0,1,0,0,1,0,0,1,0
4070702702015,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4070702702019,2011,0,1,0,0,0,0,1,0,1,2,1,0,1,0
4070702702034,2011,0,0,1,0,0,0,0,0,1,1,0,0,0,1
4070702702050,2011,0,1,1,0,1,1,0,0,1,1,2,0,1,0
4070702702052,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4070702702066,2011,0,0,0,0,0,0,1,0,0,1,1,0,1,0
4070702702081,2011,0,0,0,0,0,1,0,0,3,1,0,0,1,0
4070702702097,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4070702702112,2011,0,2,0,0,0,1,0,0,0,0,1,1,0,0
4070702702127,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4070702702143,2011,0,0,0,1,0,1,0,0,2,1,1,0,1,0
4071202302003,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4071202302004,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4071202302019,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4071202302020,2011,0,1,0,1,1,0,1,0,0,2,0,0,1,0
4071202302035,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4071202302050,2011,0,0,1,0,1,0,0,0,0,0,0,0,0,1
4071202302065,2011,0,0,1,0,0,1,0,0,1,1,0,0,1,0
4071202302080,2011,0,0,0,0,2,0,1,0,1,0,0,0,0,1
4071202302095,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4071202302110,2011,0,1,1,0,0,1,0,0,0,0,1,0,1,0
4071202302125,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4071202302140,2011,0,1,1,0,0,0,1,0,0,1,0,0,1,0
4080600802006,2011,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4080600802018,2011,0,1,1,0,1,0,1,0,0,0,1,0,0,1
4080600802024,2011,0,0,1,1,0,0,1,0,0,0,1,1,1,0
4080600802042,2011,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4080600802058,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4080600802061,2011,0,1,1,0,0,1,0,0,1,1,1,0,1,0
4080600802079,2011,0,1,1,0,1,0,0,0,1,1,0,1,1,0
4080600802097,2011,0,0,1,0,0,0,1,0,0,1,1,0,1,0
4080600802115,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4080600802133,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
4080600802151,2011,0,0,0,2,1,0,1,0,0,1,1,0,1,0
4080600802169,2011,0,0,0,1,0,1,0,0,1,1,0,1,0,0
4080800107004,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4080800107011,2011,0,0,1,1,0,0,1,0,0,0,2,0,1,0
4080800107018,2011,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4080800107025,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4080800107032,2011,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4080800107039,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4080800107046,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4080800107053,2011,0,0,0,1,0,1,0,0,0,1,0,0,1,0
4080800107060,2011,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4080800107067,2011,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4080800107074,2011,0,0,1,0,1,1,1,0,0,2,0,1,1,1
4080800107081,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4081202401004,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4081202401022,2011,0,0,0,0,0,1,0,0,1,2,1,0,1,0
4081202401040,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4081202401058,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4081202401076,2011,0,0,1,0,0,0,1,0,0,0,1,0,0,1
4081202401094,2011,0,0,0,2,0,0,0,0,0,1,0,0,0,1
4081202401105,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4081202401113,2011,0,0,0,1,1,0,1,0,0,1,1,1,1,0
4081202401131,2011,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4081202401148,2011,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4081202401150,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,1
4081202401168,2011,0,0,1,1,2,1,1,0,1,0,0,2,1,0
4081702801002,2011,0,0,1,1,0,0,0,0,1,0,0,0,1,0
4081702801012,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4081702801017,2011,0,0,0,1,0,0,1,0,1,1,0,0,1,0
4081702801027,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4081702801032,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4081702801047,2011,0,1,0,1,0,0,1,0,0,1,1,0,1,0
4081702801062,2011,0,1,0,1,0,1,0,0,0,2,0,1,0,0
4081702801077,2011,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4081702801092,2011,0,1,0,0,0,1,0,0,1,1,0,1,0,0
4081702801107,2011,0,0,1,0,0,1,0,0,2,1,0,1,0,0
4081702801122,2011,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4081702801137,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4090100304008,2011,0,1,0,1,0,1,0,0,0,1,0,0,1,0
4090100304012,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4090100304032,2011,0,2,1,0,0,1,0,0,0,0,0,0,1,0
4090100304054,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4090100304075,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4090100304099,2011,0,2,0,1,1,0,1,0,0,0,1,0,1,0
4090100304120,2011,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4090100304125,2011,0,0,0,0,0,0,0,0,1,1,0,0,0,1
4090100304144,2011,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4090100304166,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4090100304188,2011,0,0,0,0,1,0,0,0,1,0,2,0,1,0
4090100304210,2011,0,1,2,1,0,1,0,0,1,1,2,0,1,0
4090700105017,2011,0,1,0,0,1,0,0,0,1,0,0,1,0,0
4090700105044,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4090700105073,2011,0,0,2,1,1,0,1,0,0,0,0,0,1,0
4090700105100,2011,0,1,2,2,1,1,0,0,0,0,0,0,1,0
4090700105127,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
4090700105132,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4090700105155,2011,0,0,1,1,0,1,0,0,1,1,1,1,1,0
4090700105182,2011,0,2,0,0,1,0,0,0,0,2,0,1,0,0
4090700105209,2011,0,1,2,0,0,0,1,0,1,0,0,0,1,0
4090700105236,2011,0,0,2,0,1,0,1,0,0,0,1,0,0,1
4090700105241,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4090700105264,2011,0,0,0,0,0,0,0,0,2,2,0,0,1,0
4090900105003,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4090900105009,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4090900105015,2011,0,0,0,0,0,1,0,0,0,1,0,2,0,0
4090900105021,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4090900105027,2011,0,0,0,0,1,2,0,0,0,0,0,0,0,1
4090900105033,2011,0,0,0,1,1,0,0,0,0,0,1,1,0,0
4090900105039,2011,0,0,1,1,1,0,1,0,0,0,3,0,2,0
4090900105045,2011,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4090900105051,2011,0,1,2,1,3,0,0,0,0,0,1,1,1,0
4090900105057,2011,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4090900105063,2011,0,0,0,0,0,1,0,0,1,1,0,0,1,0
4090900105069,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4091001104008,2011,0,0,1,0,0,0,1,0,1,0,0,0,1,0
4091001104023,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4091001104040,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4091001104056,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4091001104057,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4091001104073,2011,0,1,0,1,2,0,1,0,0,1,1,2,1,0
4091001104090,2011,0,1,1,0,1,0,1,0,1,0,0,0,1,0
4091001104106,2011,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4091001104114,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4091001104124,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4091001104140,2011,0,2,0,0,0,1,0,0,0,1,0,1,0,0
4091001104155,2011,0,2,0,0,0,0,1,0,0,2,0,0,1,0
4091301004007,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4091301004009,2011,0,1,1,0,0,1,0,0,1,1,0,0,1,0
4091301004025,2011,0,1,1,0,0,1,0,0,1,0,0,1,0,0
4091301004040,2011,0,1,0,2,0,1,0,0,1,0,0,0,1,0
4091301004060,2011,0,0,0,0,0,0,1,0,2,0,0,0,1,0
4091301004076,2011,0,1,1,0,0,1,0,0,0,1,0,0,1,0
4091301004091,2011,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4091301004106,2011,0,0,1,0,1,1,0,0,0,1,0,0,1,0
4091301004121,2011,0,0,0,0,1,0,1,0,1,0,0,0,0,1
4091301004126,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4091301004141,2011,0,0,0,0,2,0,1,0,0,0,0,0,1,0
4091301004158,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4100500403002,2011,0,0,0,0,0,1,0,0,2,0,0,0,1,0
4100500403012,2011,0,1,1,1,0,0,1,0,0,0,0,0,1,0
4100500403017,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4100500403027,2011,0,2,1,0,0,0,0,0,0,1,0,0,0,1
4100500403032,2011,0,0,0,1,0,0,1,0,2,1,0,0,1,0
4100500403047,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4100500403062,2011,0,1,0,0,0,1,0,0,2,0,0,1,0,0
4100500403077,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4100500403092,2011,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4100500403107,2011,0,2,0,0,0,1,0,0,0,0,0,1,0,0
4100500403122,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4100500403137,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4100903605009,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4100903605014,2011,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4100903605024,2011,0,1,1,0,0,1,0,0,0,0,1,1,1,0
4100903605039,2011,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4100903605042,2011,0,0,0,0,0,0,1,0,1,0,1,0,1,0
4100903605055,2011,0,1,0,0,0,1,0,0,1,0,0,1,0,0
4100903605070,2011,0,0,0,0,0,1,1,0,0,0,1,0,1,0
4100903605085,2011,0,1,2,1,3,0,1,0,0,0,0,0,1,0
4100903605100,2011,0,0,1,1,1,1,0,0,1,2,0,0,1,0
4100903605115,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4100903605130,2011,0,1,0,0,0,1,0,0,1,1,1,0,1,1
4100903605145,2011,0,0,0,1,1,1,1,0,0,1,0,0,1,1
4101302203002,2011,0,0,1,1,1,1,0,0,1,0,1,0,1,0
4101302203022,2011,0,0,0,0,0,0,1,0,1,0,0,1,0,1
4101302203042,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4101302203056,2011,0,1,1,0,0,1,0,0,1,1,0,1,0,0
4101302203066,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4101302203080,2011,0,0,0,0,0,1,0,0,1,1,0,1,0,0
4101302203098,2011,0,1,0,1,1,1,0,0,1,0,0,0,1,0
4101302203117,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4101302203135,2011,0,0,3,1,0,0,1,0,2,0,0,0,1,0
4101302203153,2011,0,0,2,0,0,1,0,0,0,0,0,1,0,0
4101302203171,2011,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4101302203189,2011,0,0,2,0,0,0,0,0,0,0,0,0,0,1
4101600104002,2011,0,1,0,0,0,1,0,0,2,0,0,1,0,0
4101600104021,2011,0,1,1,0,0,1,0,0,0,0,0,1,0,0
4101600104040,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4101600104059,2011,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4101600104078,2011,0,1,1,1,0,1,0,0,2,1,2,0,1,0
4101600104097,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4101600104116,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4101600104135,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4101600104154,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4101600104173,2011,0,0,1,0,2,1,0,0,0,0,0,0,1,0
4101600104192,2011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4101600104211,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4110401304004,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4110401304022,2011,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4110401304040,2011,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4110401304058,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4110401304074,2011,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4110401304095,2011,0,1,1,0,0,1,0,0,1,1,0,1,1,0
4110401304113,2011,0,1,1,0,0,1,0,0,1,1,0,0,1,0
