t,j, Field Pea,Banana,Barley,Beef,Beer,Boye/Yam,Bula,Butter/ghee,Cassava,Chat / Kat,Cheese,Chick Pea,Coffee,Eggs,Field Pea,Fish,Goat & mutton meat,Godere,Green chili pepper (kariya),"Greens (kale, cabbage, etc.)",Ground nuts,Haricot Beans,Horsebeans,Kocho,Lentils,Linseed,Maize,Meat,Milk,Millet,Niger Seed,Oils (processed),Onion,Orange,Other cereal (SPECIFY),Other fruit (SPECIFY),Other prepared food and consumed at Home,Other pulse or nut (SPECIFY),Other seed (SPECIFY),Other tuber or stem (SPECIFY),Other vegetable (SPECIFY),Pasta/Maccaroni,Potato,Poultry,PuUrchased Injera,Purchased Bread or Biscuits,Red pepper (berbere),Salt,Soft drinks/Soda,Sorghum,Sugar,Sweet potato,Tea,Teff,Tella,Tomato,Wheat
2011,7061000902004,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,0,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902016,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,3,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902022,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902034,NaN,2,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,5,0,0,0,10,0,0,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902040,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,0,0,23,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,8,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902058,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,20,NaN,NaN,0
2011,7061000902076,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902094,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,0,0,0,10,0,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902112,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,20,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,5,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902130,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,40,0,0,0,0,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902148,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,8,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7061000902166,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,5,0,0,10,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903002,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,10,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903010,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903014,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,14,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903022,NaN,4,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,0,NaN,NaN,NaN,NaN,NaN,NaN,10,0,0,0,0,0,10,6,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,5,NaN,NaN,0
2011,7070100903026,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,10,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903038,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,22,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903050,NaN,1,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,5,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903062,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,12,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903074,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903086,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,10,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903098,NaN,2,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070100903110,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,10,NaN,NaN,0
2011,7070202904001,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,40
2011,7070202904022,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,4,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,70,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904032,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,15,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,14,0,0,0,0,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,4,NaN,NaN,16,NaN,NaN,12
2011,7070202904045,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904066,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904087,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,200,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904108,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,10,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904129,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,200,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904150,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,10,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,3,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904171,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,8,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,200,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,NaN,0,0,NaN,NaN,16,NaN,NaN,0
2011,7070202904192,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,20,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,200,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070202904231,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,15,10,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,16,NaN,NaN,105,NaN,NaN,50
2011,7070302101002,NaN,0,9,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,7,0,90,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101010,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,2.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101014,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101022,NaN,7,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,90,0,0,0,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101026,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101038,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101050,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.2,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101062,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,5,NaN,10,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101074,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,21,17.5,0,0,0,10,80,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,2.25,NaN,20,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101086,NaN,0,8,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,6,0,0,0,0,10,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.15,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070302101098,NaN,0,10,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,50,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,5,NaN,10,0,NaN,NaN,0,NaN,NaN,20
2011,7070302101110,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,22.5,NaN,NaN,NaN,NaN,NaN,NaN,0,16,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,10
2011,7070600103004,NaN,3,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,4,0,5,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,17,0,5,70,0,0,0,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,1.5,NaN,8,4.5,NaN,NaN,52,NaN,NaN,8
2011,7070600103017,NaN,5,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,22.5,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1.75,0,0,8,0,0,120,0,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,1,NaN,2,7.5,NaN,NaN,13,NaN,NaN,14
2011,7070600103032,NaN,5,7,NaN,NaN,NaN,NaN,NaN,NaN,0,20,0,8,10,20,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,70,0,0,0,NaN,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,6,NaN,3,17,NaN,NaN,326,NaN,NaN,0
2011,7070600103044,NaN,40,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,16,48,10,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,200,0,0,0,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,3,NaN,16,20,NaN,NaN,130,NaN,NaN,0
2011,7070600103057,NaN,4,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,16,0,0,NaN,NaN,NaN,NaN,NaN,NaN,7,0,0,35,0,10,212,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,250,NaN,0,17,NaN,NaN,130,NaN,NaN,0
2011,7070600103070,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070600103082,NaN,4,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,3,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070600103095,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,30,140,16,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,6,NaN,100,0,NaN,NaN,0,NaN,NaN,0
2011,7070600103107,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,25,0,0,0,NaN,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070600103119,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,30,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN,NaN,NaN,NaN,2.5,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7070600103133,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,22.5,10,10,NaN,NaN,NaN,NaN,NaN,NaN,7,0,0,16,0,8,60,0,0,0,NaN,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,NaN,0,NaN,6,9,NaN,NaN,39,NaN,NaN,0
2011,7070600103145,NaN,2,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,12.5,0,0,0,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,2,NaN,4,12,NaN,NaN,26,NaN,NaN,0
2011,7080100401001,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,25,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401022,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,25,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,20,NaN,NaN,0,NaN,NaN,0
2011,7080100401043,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,150,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401064,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,25,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401085,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,370,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,20,NaN,NaN,0,NaN,NaN,0
2011,7080100401106,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401127,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,50,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401148,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,12,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,150,0,0,0,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,2,NaN,NaN,0,NaN,NaN,0
2011,7080100401149,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,21,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,5,NaN,NaN,0,NaN,NaN,0
2011,7080100401165,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0,0,NaN,NaN,0,NaN,NaN,0
2011,7080100401175,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,100,0,0,0,NaN,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,10,NaN,NaN,0,NaN,NaN,0
2011,7080100401196,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,20,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,20,0,0,0,50,0,0,0,NaN,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,0,0,NaN,NaN,0,NaN,NaN,0
